Eartag,StrainNameCurrent,DietCode,Sex,AgeAtDeath,C-peptide,Insulin,Leptin,GIP (total),IL-6,MCP-1/CCL-2,Secretin,PP,PYY,Resistin,TNF-alpha,HOMA-IR,BodyWeight,MeanLifespan,Plate
1056,BXD34,HF,F,197,4574.596,10200.225,NA,150.452,80.731,620.824,22.647,22.269,95.627,38548.059,13.637,137.336,56.92,579,3
1055,BXD34,HF,F,197,4667.448,4724.991,NA,210.045,62.973,482.187,12.876,29.039,138.973,43096.546,12.252,69.401,49.46,579,3
1052,BXD34,HF,F,537,811.38,5708.133,16242.835,32.188,82.49,141.519,19.949,98.381,520.087,47307.391,2250.107,50.14,69.25,579,1
1053,BXD34,HF,F,537,1184.991,3923.649,41328.851,64.051,118.718,151.552,28.404,73.789,213.496,35603.152,20.919,26.555,75.25,579,1
1052,BXD34,HF,F,537,811.38,5708.133,16242.835,32.188,82.49,141.519,19.949,98.381,520.087,47307.391,2250.107,50.14,69.25,579,1
1053,BXD34,HF,F,537,1184.991,3923.649,41328.851,64.051,118.718,151.552,28.404,73.789,213.496,35603.152,20.919,26.555,75.25,579,1
1473,BXD39,HF,F,350,835.992,1586.689,18639.143,70.796,44.253,433.434,2.618,38.078,NA,10362.177,12.716,12.11,52.66,577,2
1474,BXD39,HF,F,350,771.041,1515.302,10701.861,73.951,114.405,285.302,NA,18.531,NA,20294.327,12.716,14.729,41.25,577,2
1481,BXD40,HF,F,284,478.519,1895.218,7453.524,24.273,NA,562.865,NA,3.603,NA,5796.427,12.716,12.963,37.43,478,2
1488,BXD40,HF,F,291,85.354,1050.613,3231.981,181.18,NA,221.283,NA,NA,121.452,2681.995,12.716,7.564,35.89,478,2
1594,BXD40,HF,F,358,122.128,2657.972,2139.34,555.391,NA,135.092,NA,NA,NA,5186.233,15.458,32.916,34.11,478,2
678,BXD40,HF,F,321,966.612,1765.025,5138.249,1533.053,33.034,236.874,25.063,NA,144.448,19908.247,8.633,17.283,38.7,478,6
655,BXD40,HF,F,262,1359.76,1876.19,6906.276,866.142,63.466,132.491,23.192,42.918,124.021,31790.284,10.693,22.019,39.5,478,6
654,BXD40,HF,F,262,1037.147,2426.623,15878.036,1349.633,45.858,127.249,38.733,NA,105.638,26622.015,8.252,23.063,32.4,478,6
653,BXD40,HF,F,262,1301.477,2165.69,5341.055,1500.876,18.325,233.926,36.812,NA,370.572,33546.312,10.043,18.4,36.2,478,6
652,BXD40,HF,F,262,NA,19569.332,NA,275.3,325.13,235.41,26.679,41.348,195.846,53278.613,17.665,367.747,89.6,478,6
651,BXD40,HF,F,262,14871.435,16537.944,3873.667,147.298,482.183,190.32,11.72,37.798,403.823,19818.682,16.816,154.795,82.4,478,6
1593,BXD40,HF,F,358,439.441,598.566,3392.824,11.415,33.034,185.628,NA,NA,NA,8403.109,6.803,2.327,30.05,478,7
1688,BXD40,HF,F,180,4012.017,5430.998,NA,391.979,40.156,573.876,35.475,141.743,402.786,86286.847,43.072,35.975,38.27,478,1
1689,BXD40,HF,F,180,1249.451,2200.316,27101.233,192.379,28.038,240.41,30.759,94.659,153.358,45528.602,18.964,20.753,31.53,478,1
1688,BXD40,HF,F,180,4012.017,5430.998,NA,391.979,40.156,573.876,35.475,141.743,402.786,86286.847,43.072,35.975,38.27,478,1
1689,BXD40,HF,F,180,1249.451,2200.316,27101.233,192.379,28.038,240.41,30.759,94.659,153.358,45528.602,18.964,20.753,31.53,478,1
1326,BXD43,HF,F,594,391.898,1232.688,2571.043,46.389,NA,NA,NA,NA,NA,6873.331,9.95,9.23,40.8,685,6
1325,BXD43,HF,F,594,394.463,1186.3,7716.67,49.569,NA,NA,45.617,85.656,78.092,7679.004,10.322,9.481,56.1,685,6
1756,BXD43,HF,F,367,1148.105,1861.693,31778.668,90.567,142.849,108.883,45.404,105.768,229.885,29710.088,99.376,24.53,48.1,685,1
1757,BXD43,HF,F,367,1361.038,2115.643,NA,198.785,40.156,70.097,23.702,131.1,120.792,66572.059,24.451,26.048,46.96,685,1
1756,BXD43,HF,F,367,1148.105,1861.693,31778.668,90.567,142.849,108.883,45.404,105.768,229.885,29710.088,99.376,24.53,48.1,685,1
1757,BXD43,HF,F,367,1361.038,2115.643,NA,198.785,40.156,70.097,23.702,131.1,120.792,66572.059,24.451,26.048,46.96,685,1
1825,BXD44,HF,F,240,1025.806,2023.086,5571.968,73.066,48.296,398.591,NA,NA,53.95,17660.186,6.901,19.519,44.49,616,6
1824,BXD44,HF,F,240,786.669,2383.948,4344.647,69.842,NA,NA,NA,NA,15.694,18027.319,7.677,24.03,56.7,616,6
1687,BXD44,HF,F,174,529.915,920.736,3636.298,120.602,21.973,102.963,48.72,26.7,65.161,13683.68,13.131,8.817,24.14,616,1
1501,BXD44,HF,F,379,572.02,2178.406,28252.192,33.166,46.21,45.902,25.582,71.853,144.694,82033.451,35.91,19.919,40.41,616,1
1502,BXD44,HF,F,379,2081.894,7038.34,NA,26.352,179.021,54.568,19.949,79.554,129.038,82830.933,57.885,69.426,50.46,616,1
1687,BXD44,HF,F,174,529.915,920.736,3636.298,120.602,21.973,102.963,48.72,26.7,65.161,13683.68,13.131,8.817,24.14,616,1
1501,BXD44,HF,F,379,572.02,2178.406,28252.192,33.166,46.21,45.902,25.582,71.853,144.694,82033.451,35.91,19.919,40.41,616,1
1502,BXD44,HF,F,379,2081.894,7038.34,NA,26.352,179.021,54.568,19.949,79.554,129.038,82830.933,57.885,69.426,50.46,616,1
1830,BXD45,HF,F,503,495.333,1510.628,18244.322,124.423,27.48,28.931,9.741,40.518,69.071,9838.54,6.557,NA,NA,695,7
1940,BXD45,HF,F,503,258.007,1489.758,3545.054,210.416,55.427,NA,52.033,NA,100.6,7795.175,37.973,NA,NA,695,7
2160,BXD45,HF,F,350,318.656,975.473,1271.887,235.615,86.352,NA,33.672,NA,85.008,5077.999,74.617,NA,NA,695,7
2161,BXD45,HF,F,350,539.565,1704.498,3799.906,120.432,21.525,NA,9.448,NA,100.964,6874.167,6.011,NA,NA,695,7
1378,BXD48,HF,F,595,754.801,1394.842,904.682,413.772,207.312,NA,74.874,134.336,255.615,49611.682,35.099,9.541,25.76,557,3
1377,BXD48,HF,F,595,1796.639,1317.575,18409.245,507.353,177.306,135.092,28.936,68.919,152.608,39980.598,12.716,10.056,45.93,557,3
1062,BXD48,HF,F,360,574.833,1280.744,10029.867,181.695,NA,392.403,0.386,9.693,34.642,18404.963,94.379,10.881,56.2,557,4
1063,BXD48,HF,F,360,649.078,1166.365,12961.457,43.735,22.645,122.391,5.787,16.16,31.652,19363.146,1.8,7.978,62.64,557,4
588,BXD48,HF,F,557,135.18,1480.147,12497.314,393.228,26.562,NA,24.424,16.16,208.696,24402.267,26.058,14.387,76.21,557,5
923,BXD48,HF,F,557,933.341,790.191,12570.348,107.793,41.973,183.214,5.787,NA,72.555,22448.414,4.882,7.51,53.09,557,5
2053,BXD48,HF,F,188,906.479,885.647,2287.085,75.109,NA,NA,27.528,NA,101.327,19260.987,1.151,8.162,25.7,557,6
2046,BXD48,HF,F,189,5806.16,7758.702,5645.287,421.395,11.131,NA,38.064,NA,138.946,13697.065,7.677,68.152,41.8,557,6
1772,BXD48a,HF,F,597,230.23,1180.688,1789.79,173.163,NA,NA,1.476,29.039,NA,4363.706,7.967,6.716,49.86,639,2
1239,BXD48a,HF,F,597,197.617,1740.812,26280.049,864.304,184.881,218.691,42.098,70.016,331.226,17672.499,56.711,9.275,53.08,639,2
1453,BXD48a,HF,F,436,1173.705,928.439,NA,870.434,NA,NA,33.981,40.883,233.157,31380.111,34.075,6.885,55.48,639,3
1452,BXD48a,HF,F,436,1087.536,3163.87,31079.873,769.123,34.353,95.957,39.212,52.622,128.627,15681.452,12.716,20.502,46.92,639,3
216,BXD48a,HF,F,351,1460.461,1022.314,NA,287.842,53.761,174.075,20.479,36.641,165.211,20766.89,13.866,11.998,45.3,639,3
214,BXD48a,HF,F,355,1003.373,1089.494,3074.532,495.168,34.353,104.517,31.646,50.119,116.968,21900.949,NA,11.61,32.4,639,3
698,BXD48a,HF,F,543,1642.109,1419.352,11077.551,231.818,18.693,151.828,8.233,5.715,71.741,16799.095,17.13,10.935,57.58,639,5
699,BXD48a,HF,F,543,686.943,1671.123,8979.015,213.904,26.562,109.015,25.444,25.504,143.496,17031.533,15.111,13.115,45.04,639,5
2057,BXD49,HF,F,190,314.992,667.292,3073.729,33.186,NA,NA,18.946,NA,143.082,14488.597,15.876,5.333,29.81,NA,6
2056,BXD49,HF,F,190,248.062,745.684,1250.377,22.467,NA,NA,13.071,34.592,99.869,4764.241,9.388,4.564,28.43,NA,6
1918,BXD50,HF,F,361,505.796,1345.918,1483.357,109.679,9.825,114.643,4.596,109.435,175.333,68698.852,18.964,12.307,35.59,NA,1
1919,BXD50,HF,F,361,738.083,1900.123,3215.158,143.115,52.261,36.298,7.828,81.462,111.823,41521.55,20.528,16.007,31.34,NA,1
1918,BXD50,HF,F,361,505.796,1345.918,1483.357,109.679,9.825,114.643,4.596,109.435,175.333,68698.852,18.964,12.307,35.59,NA,1
1919,BXD50,HF,F,361,738.083,1900.123,3215.158,143.115,52.261,36.298,7.828,81.462,111.823,41521.55,20.528,16.007,31.34,NA,1
600,BXD51,HF,F,357,495.012,2004.802,13017.144,830.918,34.312,2189.634,20.079,9.693,197.982,20675.107,28.186,24.106,69.04,681,4
598,BXD51,HF,F,357,284.879,3212.693,11942.079,711.372,26.562,117.991,23.842,NA,115.791,19535.569,9.898,28.683,49.33,681,4
1181,BXD51,HF,F,211,249.197,382.351,7655.419,167.819,22.645,53.32,23.116,NA,NA,7303.424,4.093,2.836,37.65,681,5
1182,BXD51,HF,F,211,295.829,187.264,10263.556,21.32,NA,31.144,2.878,NA,2.076,3656.351,3.489,1.308,31.97,681,5
1515,BXD51,HF,F,705,202.752,785.07,NA,119.948,24.564,NA,17.628,88.518,126.948,3662.13,10.09,NA,NA,681,7
836,BXD53,HF,F,713,95.573,1634.686,17724.976,43.327,799.933,148.806,36.287,647.403,328.567,32300.162,248.376,8.357,36.36,693,3
833,BXD53,HF,F,713,1151.404,2263.288,43600.189,177.362,44.253,NA,35.959,50.119,114.008,39384.699,16.359,18.903,58.49,693,3
556,BXD55,HF,F,573,435.939,1743.254,548.742,88.062,NA,NA,NA,NA,64.197,3430.692,2.02,11.798,24.19,738,5
557,BXD55,HF,F,573,NA,1495.069,2735.97,88.868,NA,27.56,1.353,32.51,28.514,10642.791,5.847,7.643,24.98,738,5
1065,BXD60,HF,F,374,2475.696,4602.002,11136.025,1593.466,72.012,95.044,25.298,NA,296.495,25601.444,39.842,52.021,61.03,554,4
1922,BXD61,HF,F,188,456.153,1818.98,9401.762,987.35,53.761,135.092,1.774,20.437,72.604,6900.703,12.716,12.704,35.66,737,2
1722,BXD61,HF,F,188,382.932,3661.749,8187.423,585.491,NA,262.764,NA,111.182,107.368,4065.31,3.899,37.174,38.92,737,2
1842,BXD61,HF,F,524,345.698,829.717,5472.516,87.56,53.078,NA,NA,NA,109.161,9161.932,11.34,NA,NA,737,7
1843,BXD61,HF,F,524,277.473,429.346,NA,73.706,6.695,230.902,0.491,26.823,70.836,8137.792,6.656,NA,NA,737,7
2148,BXD61,HF,F,364,465.348,829.717,5466.584,101.924,27.48,NA,6.335,NA,60.573,3682.812,4.371,NA,NA,737,7
2149,BXD61,HF,F,364,161.157,224.408,2526.418,95.779,NA,NA,14.122,NA,77.675,3234.544,1.58,NA,NA,737,7
2063,BXD61,HF,F,754,262.924,1767.841,4245.154,214.049,66.836,NA,62.673,216.097,332.115,9102.618,41.956,NA,NA,737,7
1435,BXD62,HF,F,488,972.947,1698.831,12345.654,1908.072,130.585,180.03,58.149,37.362,258.99,19446.482,19.467,11.742,35.12,576,3
1434,BXD62,HF,F,488,579.124,1950.257,26780.837,5497.706,169.677,NA,119.278,30.624,546.568,24933.211,12.716,11.795,38.88,576,3
702,BXD62,HF,F,343,152.467,1043.339,8845.171,262.916,86.772,230.626,78.096,54.402,299.919,5414.242,23.987,7.888,35.07,576,4
701,BXD62,HF,F,343,518.913,1624.891,11837.111,423.246,121.355,368.787,19.216,13.089,201.421,6871.698,26.453,10.529,35.15,576,4
1315,BXD62,HF,F,548,118.88,274.615,480.771,538.437,611.918,482.347,225.738,90.916,196.928,NA,84.133,0.751,22.72,576,1
1315,BXD62,HF,F,548,118.88,274.615,480.771,538.437,611.918,482.347,225.738,90.916,196.928,NA,84.133,0.751,22.72,576,1
1715,BXD63,HF,F,186,689.828,6474.351,6535.154,2069.748,34.353,223.856,17.517,NA,NA,15225.167,11.786,63.397,38.44,744,2
1716,BXD63,HF,F,186,164.987,828.575,3858.014,639.997,39.36,280.887,NA,NA,NA,7088.565,11.318,8.829,42.04,744,2
1416,BXD63,HF,F,344,1554.654,1515.302,NA,30.974,12.421,347.042,5.614,22.269,NA,6754.233,6.48,8.401,53.03,744,2
1751,BXD63,HF,F,344,344.269,4516.707,13822.831,1049.91,NA,127.893,NA,12.179,NA,10519.177,10.137,39.35,59.91,744,2
1200,BXD64,HF,F,366,1527.916,3300.816,NA,207.837,72.012,177.479,72.057,911.908,643.517,26934.685,11.492,21.865,59.23,NA,4
1201,BXD64,HF,F,366,1983.632,3108.138,NA,35.405,41.973,319.88,7.413,72.338,98.739,10365.723,7.721,18.35,56.15,NA,4
1285,BXD65,HF,F,367,1500.976,3334.569,NA,228.636,23.884,135.092,34.478,42.255,136.55,41158.133,8.939,26.89,66.61,556,3
1298,BXD65,HF,F,367,607.91,1953.828,3711.039,54.155,NA,163.723,16.155,NA,98.585,10852.801,5.305,16.178,55.23,556,6
1784,BXD65,HF,F,541,365.532,1169.469,1102.379,75.617,73.464,132.491,11.166,NA,72.577,10492.428,5.203,NA,NA,556,7
1789,BXD65,HF,F,527,452.648,930.406,2739.439,48.897,NA,NA,16.155,27.872,56.944,15974.034,2.942,NA,NA,556,7
1790,BXD65,HF,F,527,531.257,1622.384,2168.214,57.392,55.427,NA,NA,NA,43.805,9645.114,1.151,NA,NA,556,7
1406,BXD65b,HF,F,380,1553.641,3918.592,NA,810.969,53.761,86.879,20.113,30.624,164.769,40911.177,10.375,26.803,79.2,599,2
1707,BXD65b,HF,F,187,1515.156,3939.343,8389.37,896.786,NA,48.226,9.598,37.362,37.395,34475.392,7.967,41.127,45.88,599,2
1708,BXD65b,HF,F,187,3514.436,4502.311,27344.035,441.743,138.545,571.372,48.384,79.584,87.07,45491.831,17.253,48.949,45.88,599,2
1407,BXD65b,HF,F,302,974.976,3169.743,12296.447,184.235,12.421,104.517,14.454,33.691,116.433,21202.366,5.722,22.137,50,599,2
1598,BXD65b,HF,F,415,1178.124,2237.699,8272.485,83.346,24.564,NA,26.036,NA,95.24,9747.007,2.768,14.178,0,599,7
1597,BXD65b,HF,F,415,1644.935,2864.802,NA,116.565,316.149,305.653,33.672,NA,80.159,22664.531,6.31,25.577,59.86,599,7
1712,BXD65b,HF,F,174,1721.692,1906.515,27045.957,265.525,172.994,403.754,29.346,79.554,80.218,57775.16,28.784,18.806,38.95,599,1
1713,BXD65b,HF,F,174,80.855,162.392,126.726,21.537,15.903,NA,11.542,31.102,31.765,2781.283,1.725,1.158,22.93,599,1
1712,BXD65b,HF,F,174,1721.692,1906.515,27045.957,265.525,172.994,403.754,29.346,79.554,80.218,57775.16,28.784,18.806,38.95,599,1
1713,BXD65b,HF,F,207,80.855,162.392,126.726,21.537,15.903,NA,11.542,31.102,31.765,2781.283,1.725,1.158,22.93,599,1
223,BXD66,HF,F,359,91.486,1227.314,NA,250.936,12.421,NA,61.882,22.269,63.7,39127.444,7.228,12.283,57.1,653,3
221,BXD66,HF,F,359,1360.169,2382.905,NA,819.856,97.821,95.957,135.02,67.813,151.919,29126.75,8.211,26.765,48.4,653,3
2125,BXD66,HF,F,184,545.089,1325.165,14550.305,30.99,30.298,NA,16.403,NA,79.747,13977.352,6.011,6.679,36.85,653,6
2124,BXD66,HF,F,184,475.122,1162.153,7024.761,27.064,NA,NA,6.5,NA,44.929,8245.409,4.158,5.857,36.52,653,6
1560,BXD66,HF,F,367,660.099,1167.598,26260.674,42.027,52.261,201.757,13.405,56.084,31.765,14927.291,11.586,7.23,53.39,653,1
1560,BXD66,HF,F,367,660.099,1167.598,26260.674,42.027,52.261,201.757,13.405,56.084,31.765,14927.291,11.586,7.23,53.39,653,1
393,BXD67,HF,F,715,1084.081,2288.133,12210.239,616.504,173.216,239.347,24.715,14.657,95.579,28376.957,30.839,10.873,46.66,809,5
394,BXD67,HF,F,715,290.384,692.018,9677.522,267.044,68.298,151.828,12.397,NA,58.915,22938.537,2.02,3.687,52.97,809,5
1070,BXD68,HF,F,201,208.689,478.821,7178.44,5.512,2.226,NA,0.862,NA,NA,7064.583,1.351,1.379,30.23,927,5
1071,BXD68,HF,F,201,499.168,1716.459,7858.794,75.47,2.226,NA,3.398,NA,28.514,1889.01,2.45,13.224,35.42,927,5
1290,BXD68,HF,F,545,583.08,1318.995,5667.143,304.675,66.836,169.781,20.004,45.772,274.668,14295.242,27.173,12.251,37.87,927,7
1081,BXD68,HF,F,545,799.956,2390.139,NA,985.479,139.833,45.902,46.351,116.717,159.504,60741.879,53.67,14.283,55.5,927,1
1081,BXD68,HF,F,545,799.956,2390.139,NA,985.479,139.833,45.902,46.351,116.717,159.504,60741.879,53.67,14.283,55.5,927,1
1328,BXD69,HF,F,528,737.544,3850.713,8094.804,812.919,114.405,167.987,31.646,48.848,193.544,25294.525,35.917,21.348,35.67,633,2
568,BXD69,HF,F,733,3019.498,8080.743,9619.373,262.916,86.772,47.373,227.622,53.492,322.596,19624.721,38.26,51.781,30.94,633,4
575,BXD69,HF,F,347,2000.164,15593.352,9976.002,743.659,45.776,143.636,34.57,NA,162.015,10596.125,12.625,170.654,44.56,633,4
574,BXD69,HF,F,347,566.981,3048.953,8745.021,170.641,2.226,NA,8.233,NA,357.882,11196.843,13.058,31.612,40.13,633,4
1087,BXD69,HF,F,210,1411.709,2052.629,9621.547,190.265,NA,171.68,21.378,20.375,132.279,14262.785,9.27,18.769,42.13,633,5
1281,BXD69,HF,F,210,1659.247,1927.537,NA,125.209,19.949,NA,7.627,NA,138.946,15584.607,11.432,28.45,42.33,633,6
1928,BXD70,HF,F,357,1136.199,4960.195,12617.309,550.257,12.421,409.452,1.165,NA,19.347,13440.732,17.476,56.784,59.73,671,2
1509,BXD70,HF,F,357,3695.231,3571.997,NA,962.34,62.973,185.862,32.316,32.173,105.665,45445.113,16.807,39.092,55.89,671,2
451,BXD70,HF,F,710,122.077,742.264,159.898,89.874,509.664,NA,8.783,NA,126.799,10749.894,32.077,0.909,32.35,671,5
453,BXD70,HF,F,710,94.466,1235.901,5543.534,146.773,101.406,NA,16.213,NA,78.13,7209.444,12.016,6.496,36.68,671,5
1728,BXD70,HF,F,578,815.998,2551.657,2470.519,212.329,24.564,305.653,40.439,59.63,82.198,10758.838,49.608,NA,NA,671,7
1905,BXD70,HF,F,524,427.799,987.83,177.88,107.256,96.8,267.652,20.237,NA,66.831,16731.655,14.437,NA,NA,671,7
2071,BXD73,HF,F,206,748.23,1219.022,2155.179,28.76,138.788,547.087,8.854,NA,25.845,11131.339,14.346,11.586,24.28,703,6
1862,BXD73,HF,F,259,568.253,1730.768,823.451,44.752,NA,302.068,14.894,NA,67.057,9034,10.971,27.914,23.8,703,6
1447,BXD73,HF,F,361,394.463,1225.881,4131.396,81.85,NA,457.496,10.603,NA,39.144,9288.915,6.656,9.797,31.99,703,7
1448,BXD73,HF,F,361,539.96,1276.824,4259.634,69.582,NA,258.188,9.741,NA,14.696,11845.031,7.242,10.388,31.01,703,7
1506,BXD73,HF,F,694,916.243,1529.432,2342.34,181.958,82.104,312.597,26.572,42.147,186.621,17120.795,27.085,NA,NA,703,7
1330,BXD73b,HF,F,516,456.153,3427.871,4612.743,666.854,71.949,306.757,130.944,52.001,116.968,12565.754,32.84,17.77,27.27,768,2
1329,BXD73b,HF,F,516,598.426,2277.551,5757.261,179.271,232.992,930.392,17.517,52.001,114.279,17060.68,73.613,9.511,27.41,768,2
1198,BXD73b,HF,F,385,819.756,1595.479,7794.181,237.662,396.143,354.742,40.178,27.417,80.982,22585.02,17.253,5.514,35.03,768,3
1197,BXD73b,HF,F,385,1349.024,3680.624,12095.288,1200.707,787.845,575.595,51.778,32.173,129.883,28346.604,36.732,21.995,41.33,768,3
780,BXD73b,HF,F,573,651.326,2527.955,10319.208,234.546,144.719,67.293,96.203,297.276,275.73,13206.736,13.23,14.561,31.64,768,5
782,BXD73b,HF,F,573,1112.031,3143.265,9156.304,429.564,10.646,326.129,40.682,14.657,93.086,15424.23,14.941,27.384,31,768,5
1463,BXD73b,HF,F,497,859.558,2376.095,4897.388,87.807,38.312,175.407,37.102,NA,55.457,13581.932,11.34,18.99,35.61,768,7
1545,BXD73b,HF,F,474,675.439,1976.021,3577.875,56.135,NA,NA,25.605,NA,31.524,12377.416,7.581,19.491,41.27,768,7
1544,BXD73b,HF,F,474,2837.694,3313.996,NA,126.117,21.525,255.712,33.473,38.279,80.569,15104.889,17.218,30.78,50.84,768,7
1180,BXD73b,HF,F,729,1007.35,4176.534,27616.587,142.589,185.048,238.457,26.522,79.554,251.871,43890.925,157.787,42.099,37.79,768,1
1179,BXD73b,HF,F,729,960.045,2134.498,1287.827,165.274,148.879,96.864,32.173,64.036,81.566,15373.015,37.498,11.987,31.45,768,1
1180,BXD73b,HF,F,729,1007.35,4176.534,27616.587,142.589,185.048,238.457,26.522,79.554,251.871,43890.925,157.787,42.099,37.79,768,1
1179,BXD73b,HF,F,729,960.045,2134.498,1287.827,165.274,148.879,96.864,32.173,64.036,81.566,15373.015,37.498,11.987,31.45,768,1
623,BXD74,HF,F,197,346.305,1044.99,10163.662,378.063,177.306,208.118,29.617,77.503,116.701,13029.618,19.905,8.577,30.5,524,3
624,BXD74,HF,F,197,702.011,981.897,8086.455,628.711,44.253,167.987,124.334,55.679,79.932,558194.192,7.967,8.696,31.8,524,3
1561,BXD75,HF,F,367,516.558,1481.714,279.665,44.506,28.038,25.147,5.978,79.554,152.124,27427.615,18.964,12.055,31.09,599,1
1562,BXD75,HF,F,367,677.602,1585.024,796.772,26.352,58.311,45.902,7.828,113.084,148.416,28480.56,22.487,12.896,27.31,599,1
1561,BXD75,HF,F,367,516.558,1481.714,279.665,44.506,28.038,25.147,5.978,79.554,152.124,27427.615,18.964,12.055,31.09,599,1
1562,BXD75,HF,F,367,677.602,1585.024,796.772,26.352,58.311,45.902,7.828,113.084,148.416,28480.56,22.487,12.896,27.31,599,1
147,BXD77,HF,F,353,140.502,1715.696,NA,235.356,23.884,310.934,28.251,42.255,124.3,21522.35,9.421,10.5,43.5,706,3
145,BXD77,HF,F,353,2195.34,3348.802,NA,636.232,97.821,95.957,61.734,80.616,196.218,33088.231,15.005,31.827,33.9,706,3
328,BXD77,HF,F,723,460.327,2138.31,13470.422,149.825,49.563,NA,35.461,41.005,25.874,9017.058,3.489,14.164,63.35,706,5
330,BXD77,HF,F,723,1054.046,3420.344,9578.072,175.709,38.152,113.534,34.125,16.16,70.923,12128.584,6.792,31.522,45.46,706,5
1866,BXD77,HF,F,511,706.614,2158.002,3878.962,63.322,NA,NA,0.019,72.592,35.76,11674.402,3.943,NA,NA,706,7
1867,BXD77,HF,F,511,472.683,1017.821,NA,223.645,NA,NA,44.523,34.592,87.379,4600.992,4.158,NA,NA,706,7
1781,BXD79,HF,F,303,1343.958,1749.137,NA,412.777,34.353,191.58,53.155,75.397,183.536,29085.883,13.177,15.742,39.86,666,2
1733,BXD79,HF,F,171,4385.846,4578.796,15158.339,2759.655,NA,155.367,76.595,30.624,170.909,45230.037,8.939,47.803,37.88,666,3
582,BXD79,HF,F,571,652.822,2797.135,8907.747,554.401,26.562,356.781,12.958,25.504,220.782,14651.998,8.272,21.751,55.97,666,5
583,BXD79,HF,F,571,818.786,2273.47,8183.682,464.564,NA,85.324,8.783,3.242,139.416,14674.421,11.667,20.789,41.9,666,5
1683,BXD79,HF,F,177,1411.707,1077.476,32749.077,804.321,15.903,286.907,77.246,102.084,254.169,20807.191,24.058,12.413,38.03,666,1
1684,BXD79,HF,F,177,1193.054,2556.811,28490.529,150.484,100.609,128.441,32.173,75.717,316.336,161844.209,80.484,23.564,43.95,666,1
1683,BXD79,HF,F,177,1411.707,1077.476,32749.077,804.321,15.903,286.907,77.246,102.084,254.169,20807.191,24.058,12.413,38.03,666,1
1684,BXD79,HF,F,177,1193.054,2556.811,28490.529,150.484,100.609,128.441,32.173,75.717,316.336,161844.209,80.484,23.564,43.95,666,1
560,BXD84,HF,F,343,704.531,2217.869,10097.907,1833.957,18.693,47.373,31.758,NA,268.352,19370.327,8.272,19.003,43.14,500,4
559,BXD84,HF,F,343,553.534,3953.775,10856.85,1754.188,30.449,69.963,48.204,32.51,275.101,24616.644,9.36,30.46,46.1,500,4
1090,BXD86,HF,F,360,2218.886,3820.998,13373.257,120.734,12.68,194.501,15.218,18.316,87.996,25996.09,9.719,40.441,52.67,717,4
1091,BXD86,HF,F,360,1187.582,1698.428,NA,518.397,18.693,75.203,27.344,24.264,155.964,22633.104,16.795,22.378,51.18,717,4
548,BXD87,HF,F,359,385.99,1470.14,8312.414,552.74,539.83,358.29,9.058,52.575,167.421,6212.366,24.467,13.231,27.03,583,4
547,BXD87,HF,F,359,412.699,1480.147,9120.961,136.806,144.719,90.229,6.868,52.575,122.455,6298.903,12.539,8.632,38.47,583,4
1945,BXD87,HF,F,512,752.004,2358.316,4092.4,53.439,NA,NA,6.99,83.001,52.932,11586.944,5.911,NA,NA,583,7
179,BXD89,HF,F,352,1663.004,3187.324,NA,182.708,53.761,302.544,32.65,42.255,132.127,49631.123,14.095,26.621,38.6,744,3
178,BXD89,HF,F,352,421.581,904.089,10963.212,1006.63,53.761,100.295,111.904,38.078,106.235,36941.152,11.318,10.415,29.4,744,3
1320,BXD89,HF,F,539,1479.772,1521.887,NA,207.341,130.785,195.312,27.463,206.935,371.385,20926.52,18.964,13.478,45.57,744,1
1321,BXD89,HF,F,539,1156.178,2077.86,29015.403,76.233,82.49,151.552,13.405,67.961,109.888,53330.727,8.894,15.858,46.04,744,1
1320,BXD89,HF,F,539,1479.772,1521.887,NA,207.341,130.785,195.312,27.463,206.935,371.385,20926.52,18.964,13.478,45.57,744,1
1321,BXD89,HF,F,539,1156.178,2077.86,29015.403,76.233,82.49,151.552,13.405,67.961,109.888,53330.727,8.894,15.858,46.04,744,1
368,BXD9,HF,F,349,3831.566,6656.6,NA,1939.688,154.243,258.108,17.517,47.561,133.61,93386.767,12.716,51.282,66.7,469,3
370,BXD9,HF,F,347,2088.1,2488.977,NA,207.556,NA,120.426,5.614,22.269,79.932,56030.707,9.899,25.268,58.3,469,3
1009,BXD9,HF,F,548,3162.141,27833.143,25884.539,722.144,215.17,54.568,30.288,64.036,129.669,68169.368,106.511,NA,64.44,469,1
1017,BXD9,HF,F,557,13717.988,50074.694,NA,251.455,305.464,382.506,24.642,123.937,483.543,NA,289.123,NA,60.33,469,1
1009,BXD9,HF,F,548,3162.141,27833.143,25884.539,722.144,215.17,54.568,30.288,64.036,129.669,68169.368,106.511,NA,64.44,469,1
1017,BXD9,HF,F,557,13717.988,50074.694,NA,251.455,305.464,382.506,24.642,123.937,483.543,NA,289.123,NA,60.33,469,1
1098,BXD90,HF,F,343,1647.816,2154.579,NA,476.751,53.761,433.434,183.027,392.154,452.202,51093.566,10.375,20.787,65.56,567,3
1097,BXD90,HF,F,343,293.377,1681.867,11119.841,404.62,169.677,152.109,101.456,107.123,139.214,21366.318,27.631,12.109,45.43,567,3
