Index	IDFemaleAgingColony	StrainNameCurrent	EarTagNumberCurrent	EarTagNumberOriginal	Sex	DietCode	CauseOfDeath	AgeAtDeath	DateOfBirth	DateOfDeath	DateDietStart
1	FAC073	BXD29	84	84	F	CD	Euthanized	599	04.18.2011	12.07.2012	02.13.2012
2	FAC109	BXD85	122	122	F	CD	Euthanized	631	05.25.2011	02.14.2013	02.13.2012
3	FAC125	BXD48	140	140	F	CD	Euthanized	643	08.26.2011	05.30.2013	02.13.2012
4	FAC138	BXD102	153	153	F	CD	Euthanized	514	10.17.2011	03.14.2013	02.10.2012
5	FAC195	BXD48a	213	213	F	CD	Euthanized	628	09.17.2011	06.06.2013	02.13.2012
6	FAC259	BXD39	278	278	F	CD	Euthanized	630	09.29.2011	06.20.2013	02.13.2012
7	FAC285	BXD48a	307	307	F	CD	Euthanized	632	11.13.2011	08.06.2013	02.13.2012
8	FAC305	BXD77	327	327	F	CD	Euthanized	480	10.24.2011	02.15.2013	02.13.2012
9	FAC320	BXD100	342	342	F	CD	Euthanized	584	10.24.2011	05.30.2013	02.10.2012
10	FAC348	BXD9	371	371	F	CD	Euthanized	440	09.24.2011	12.07.2012	02.13.2012
11	FAC350	BXD9	373	373	F	CD	Euthanized	625	09.24.2011	06.10.2013	02.13.2012
12	FAC352	BXD9	375	375	F	CD	Euthanized	448	09.24.2011	12.15.2012	02.13.2012
13	FAC384	BXD61	415	415	F	CD	Euthanized	608	10.28.2011	06.27.2013	07.20.2012
14	FAC396	BXD89	430	430	F	CD	Euthanized	477	11.05.2011	02.24.2013	02.13.2012
15	FAC530	BXD69	580	580	F	CD	Euthanized	274	12.23.2011	09.22.2012	07.20.2012
16	FAC543	BXD69	593	593	F	CD	Euthanized	566	12.09.2011	06.27.2013	07.20.2012
17	FAC689	BXD29	744	744	F	CD	Euthanized	614	11.25.2011	07.31.2013	07.20.2012
18	FAC695	BXD32	752	752	F	CD	Euthanized	426	01.14.2012	03.15.2013	07.20.2012
19	FAC734	BXD101	796	796	F	CD	Euthanized	532	03.27.2012	09.10.2013	07.20.2012
20	FAC767	BXD65b	830	830	F	CD	Euthanized	583	02.27.2012	10.02.2013	07.20.2012
21	FAC824	BXD91	887	887	F	CD	Euthanized	1050	01.31.2012	12.16.2014	07.20.2012
22	FAC825	BXD91	888	888	F	CD	Euthanized	1072	01.31.2012	01.07.2015	07.20.2012
23	FAC845	BXD9	1002	1002	F	CD	Euthanized	435	01.02.2013	03.13.2014	08.08.2013
24	FAC1150	BXD68	1346	1346	F	CD	Euthanized	392	05.08.2013	06.04.2014	11.15.2013
25	FAC1356	BXD85	1591	1591	F	CD	Euthanized	444	09.15.2013	12.03.2014	06.12.2014
26	FAC1373	BXD79	1685	1685	F	CD	Euthanized	259	04.30.2014	01.14.2015	07.25.2014
27	FAC1423	BXD79	1934	1734	F	CD	Euthanized	288	05.27.2014	03.11.2015	07.25.2014
28	FAC1452	DBA/2J	1821	1821	F	CD	Euthanized	659	07.30.2014	05.19.2016	10.22.2014
29	FAC1483	BXD69	1852	1852	F	CD	Euthanized	308	07.09.2014	05.13.2015	10.22.2014
30	FAC1500	BXD87	1869	1869	F	CD	Euthanized	1002	07.22.2014	04.19.2017	10.22.2014
31	FAC1502	BXD63	1871	1871	F	CD	Euthanized	637	08.08.2014	05.06.2016	10.22.2014
32	FAC1554	C57BL/6J	2013	2013	F	CD	Euthanized	925	09.19.2014	04.01.2017	02.06.2015
33	FAC1569	BXD32	2028	2028	F	CD	Euthanized	963	09.11.2014	05.01.2017	02.06.2015
34	FAC1649	BXD66	2109	2109	F	CD	Euthanized	278	08.08.2014	05.13.2015	02.06.2015
35	FAC1650	BXD66	2110	2110	F	CD	Euthanized	215	08.08.2014	03.11.2015	02.06.2015
36	FAC1659	BXD101	2119	2119	F	CD	Euthanized	957	10.01.2014	05.15.2017	02.06.2015
37	FAC1678	BXD70	2136	2136	F	CD	Euthanized	901	01.03.2015	06.22.2017	03.13.2015
38	FAC1679	BXD70	2137	2137	F	CD	Euthanized	901	01.03.2015	06.22.2017	03.13.2015
39	FAC1730	DBA/2J	2184	2184	F	CD	Euthanized	338	11.16.2014	10.20.2015	03.13.2015
40	FAC1773	BXD170	2215	2215	F	CD	Euthanized	774	06.22.2015	08.04.2017	08.05.2015
41	FAC1781	BXD187	2223	2223	F	CD	Euthanized	885	06.08.2015	11.09.2017	08.05.2015
42	FAC1815	BXD161	2257	2257	F	CD	Euthanized	981	06.24.2015	03.01.2018	08.05.2015
43	FAC1821	BXD169	2263	2263	F	CD	Euthanized	695	06.20.2015	05.15.2017	08.05.2015
44	FAC1826	BXD79	2268	2268	F	CD	Euthanized	241	03.28.2015	11.24.2015	08.05.2015
45	FAC1831	BXD99	2273	2273	F	CD	Euthanized	616	02.11.2014	10.20.2015	08.05.2015
46	FAC1832	C57BL/6J	2274	2274	F	CD	Euthanized	896	10.20.2014	04.03.2017	08.05.2015
47	FAC1835	C57BL/6J	2276	2276	F	CD	Euthanized	1109	04.06.2014	04.19.2017	08.05.2015
48	FAC1853	BXD16	2294	2294	F	CD	Euthanized	892	05.26.2015	11.03.2017	08.05.2015
49	FAC1864	BXD175	2305	2305	F	CD	Euthanized	1040	07.10.2015	05.15.2018	09.09.2015
50	FAC1868	BXD161	2309	2309	F	CD	Euthanized	957	07.09.2015	02.20.2018	09.09.2015
51	FAC1878	BXD168	2319	2319	F	CD	Euthanized	823	07.23.2015	10.23.2017	09.09.2015
52	FAC1897	BXD168	2336	2336	F	CD	Euthanized	703	07.20.2015	06.22.2017	11.03.2015
53	FAC1898	BXD168	2337	2337	F	CD	Euthanized	703	07.20.2015	06.22.2017	11.03.2015
54	FAC1904	BXD186	2343	2343	F	CD	Euthanized	497	07.15.2015	11.23.2016	11.03.2015
55	FAC1909	BXD29	2348	2348	F	CD	Euthanized	860	06.16.2015	10.23.2017	11.03.2015
56	FAC1925	BXD172	2365	2365	F	CD	Euthanized	285	07.31.2015	05.11.2016	11.03.2015
57	FAC1937	BXD86	2376	2376	F	CD	Euthanized	1033	07.03.2015	05.01.2018	11.03.2015
58	FAC1957	BXD87	2395	2395	F	CD	Euthanized	797	06.12.2015	08.17.2017	11.03.2015
59	FAC1961	BXD15	2398	2398	F	CD	Euthanized	815	07.07.2015	09.29.2017	11.03.2015
60	FAC1970	BXD19	2407	2407	F	CD	Euthanized	683	08.15.2015	06.28.2017	11.06.2015
61	FAC1979	BXD6	2416	2416	F	CD	Euthanized	701	08.11.2015	07.12.2017	11.06.2015
62	FAC1982	BXD6	2419	2419	F	CD	Euthanized	681	08.11.2015	06.22.2017	11.06.2015
63	FAC2003	BXD29	2440	2440	F	CD	Euthanized	918	09.10.2015	03.16.2018	11.06.2015
64	FAC2006	BXD8	2443	2443	F	CD	Euthanized	546	09.09.2015	03.08.2017	11.06.2015
65	FAC2037	BXD24	2474	2474	F	CD	Euthanized	971	11.05.2015	07.03.2018	01.14.2016
66	FAC2063	BXD73	2500	2500	F	CD	Euthanized	687	08.05.2015	06.22.2017	01.14.2016
67	FAC2092	BXD28	2529	2529	F	CD	Euthanized	734	10.20.2015	10.23.2017	01.15.2016
68	FAC2104	BXD90	2542	2542	F	CD	Euthanized	1017	01.04.2016	10.17.2018	02.05.2016
69	FAC2105	BXD73	2543	2543	F	CD	Euthanized	573	01.09.2016	08.04.2017	02.05.2016
70	FAC2123	BXD19	2560	2560	F	CD	Euthanized	842	01.10.2016	05.01.2018	02.12.2016
71	FAC2126	BXD19	2563	2563	F	CD	Euthanized	503	01.10.2016	05.27.2017	02.12.2016
72	FAC2128	BXD6	2565	2565	F	CD	Euthanized	318	01.10.2016	11.23.2016	02.12.2016
73	FAC2132	BXD18	2569	2569	F	CD	Euthanized	828	01.24.2016	05.01.2018	02.19.2016
74	FAC2176	BXD89	2612	2612	F	CD	Euthanized	655	07.15.2016	05.01.2018	08.11.2016
75	FAC2181	BXD161	2616	2616	F	CD	Euthanized	824	07.27.2016	10.29.2018	09.13.2016
76	FAC2206	BXD86	2640	2640	F	CD	Euthanized	807	08.01.2016	10.17.2018	09.13.2016
77	FAC2208	DBA/2J	2643	2643	F	CD	Euthanized	547	01.12.2016	07.12.2017	12.13.2016
78	FAC2220	DBA/2J	2653	2653	F	CD	Euthanized	633	04.08.2016	01.01.2018	12.13.2016
79	FAC2242	BXD16	2673	2673	F	CD	Euthanized	647	01.06.2017	10.15.2018	02.24.2017
80	FAC2246	BXD16	2677	2677	F	CD	Euthanized	649	01.06.2017	10.17.2018	02.24.2017
81	FAC001	BXD43	1	1	F	CD	Natural	568	08.11.2010	03.01.2012	02.13.2012
82	FAC002	BXD43	2	2	F	CD	Natural	736	08.11.2010	08.16.2012	02.13.2012
83	FAC003	BXD43	3	3	F	CD	Natural	976	05.08.2011	01.08.2014	02.13.2012
84	FAC006	BXD60	6	6	F	CD	Natural	944	10.29.2010	05.30.2013	02.13.2012
85	FAC007	BXD60	7	7	F	CD	Natural	777	10.29.2010	12.14.2012	02.13.2012
86	FAC008	BXD60	8	8	F	CD	Natural	710	06.27.2011	06.06.2013	02.13.2012
87	FAC009	BXD60	9	9	F	CD	Natural	392	06.27.2011	07.23.2012	02.13.2012
88	FAC010	BXD60	10	10	F	CD	Natural	718	04.18.2011	04.05.2013	02.13.2012
89	FAC011	BXD60	11	11	F	CD	Natural	684	04.18.2011	03.02.2013	02.13.2012
90	FAC012	BXD61	12	12	F	CD	Natural	744	12.01.2010	12.14.2012	02.13.2012
91	FAC013	BXD61	13	13	F	CD	Natural	730	12.01.2010	11.30.2012	02.13.2012
92	FAC014	BXD61	14	14	F	CD	Natural	834	01.12.2011	04.25.2013	02.13.2012
93	FAC016	BXD70	476	18	F	CD	Natural	701	10.28.2010	09.28.2012	02.13.2012
94	FAC017	BXD70	19	19	F	CD	Natural	436	04.04.2011	06.13.2012	02.13.2012
95	FAC018	BXD70	20	20	F	CD	Natural	613	04.04.2011	12.07.2012	02.13.2012
96	FAC019	BXD70	477	21	F	CD	Natural	581	06.15.2011	01.16.2013	02.13.2012
97	FAC020	BXD70	478	22	F	CD	Natural	638	06.15.2011	03.14.2013	02.13.2012
98	FAC021	BXD73	25	25	F	CD	Natural	595	08.27.2010	04.13.2012	02.13.2012
99	FAC022	BXD73	26	26	F	CD	Natural	724	07.12.2011	07.05.2013	02.13.2012
100	FAC023	BXD73	27	27	F	CD	Natural	854	07.12.2011	11.12.2013	02.13.2012
101	FAC024	BXD73	28	28	F	CD	Natural	835	07.12.2011	10.24.2013	02.13.2012
102	FAC028	BXD77	32	32	F	CD	Natural	542	03.29.2011	09.21.2012	02.13.2012
103	FAC029	BXD83	38	38	F	CD	Natural	398	11.01.2010	12.04.2011	10.25.2011
104	FAC030	BXD85	39	39	F	CD	Natural	799	09.23.2010	11.30.2012	02.13.2012
105	FAC031	BXD85	40	40	F	CD	Natural	485	09.23.2010	01.21.2012	10.25.2011
106	FAC032	BXD85	41	41	F	CD	Natural	898	05.25.2010	11.08.2012	02.13.2012
107	FAC033	BXD85	42	42	F	CD	Natural	997	05.25.2010	02.15.2013	02.13.2012
108	FAC034	BXD86	43	43	F	CD	Natural	914	05.22.2010	11.21.2012	02.13.2012
109	FAC035	BXD86	44	44	F	CD	Natural	943	05.22.2010	12.20.2012	02.13.2012
110	FAC036	BXD89	45	45	F	CD	Natural	781	01.05.2011	02.24.2013	02.13.2012
111	FAC037	BXD89	46	46	F	CD	Natural	978	01.05.2011	09.09.2013	02.13.2012
112	FAC038	BXD89	47	47	F	CD	Natural	836	05.01.2011	08.14.2013	02.13.2012
113	FAC039	BXD89	48	48	F	CD	Natural	348	05.01.2011	04.13.2012	02.13.2012
114	FAC040	BXD89	49	49	F	CD	Natural	636	06.29.2011	03.26.2013	02.13.2012
115	FAC041	BXD89	50	50	F	CD	Natural	779	08.04.2011	09.21.2013	02.13.2012
116	FAC042	BXD89	51	51	F	CD	Natural	792	08.04.2011	10.04.2013	02.13.2012
117	FAC043	BXD98	52	52	F	CD	Natural	579	05.02.2011	12.01.2012	02.13.2012
118	FAC045	BXD102	54	54	F	CD	Natural	1015	05.03.2011	02.11.2014	02.10.2012
119	FAC046	BXD102	55	55	F	CD	Natural	839	01.07.2011	04.25.2013	02.10.2012
120	FAC047	BXD102	56	56	F	CD	Natural	943	01.07.2011	08.07.2013	02.10.2012
121	FAC049	BXD73b	58	58	F	CD	Natural	664	02.12.2011	12.07.2012	02.13.2012
122	FAC050	BXD73b	59	59	F	CD	Natural	656	05.08.2011	02.22.2013	02.13.2012
123	FAC051	BXD61	62	62	F	CD	Natural	551	02.06.2011	08.10.2012	02.13.2012
124	FAC052	BXD66	63	63	F	CD	Natural	698	12.19.2010	11.16.2012	02.13.2012
125	FAC053	BXD66	64	64	F	CD	Natural	572	12.19.2010	07.13.2012	02.13.2012
126	FAC054	BXD90	65	65	F	CD	Natural	716	05.27.2010	05.12.2012	02.13.2012
127	FAC055	BXD90	479	66	F	CD	Natural	687	05.27.2010	04.13.2012	02.13.2012
128	FAC056	BXD90	67	67	F	CD	Natural	631	07.22.2010	04.13.2012	02.13.2012
129	FAC057	BXD90	68	68	F	CD	Natural	631	07.22.2010	04.13.2012	02.13.2012
130	FAC060	BXD48a	71	71	F	CD	Natural	565	04.29.2011	11.14.2012	02.13.2012
131	FAC061	BXD48a	72	72	F	CD	Natural	440	04.29.2011	07.12.2012	02.13.2012
132	FAC062	BXD98	73	73	F	CD	Natural	732	11.15.2010	11.16.2012	02.13.2012
133	FAC064	BXD100	75	75	F	CD	Natural	895	11.12.2010	04.25.2013	02.10.2012
134	FAC065	BXD100	76	76	F	CD	Natural	879	02.17.2011	07.15.2013	02.10.2012
135	FAC066	BXD100	77	77	F	CD	Natural	526	02.17.2011	07.27.2012	02.10.2012
136	FAC071	BXD27	82	82	F	CD	Natural	808	02.08.2011	04.26.2013	02.13.2012
137	FAC072	BXD27	83	83	F	CD	Natural	1083	02.08.2011	01.26.2014	02.13.2012
138	FAC074	BXD29	85	85	F	CD	Natural	738	04.18.2011	04.25.2013	02.13.2012
139	FAC075	BXD29	86	86	F	CD	Natural	444	05.15.2011	08.01.2012	02.13.2012
140	FAC078	BXD9	89	89	F	CD	Natural	576	01.25.2011	08.23.2012	02.13.2012
141	FAC079	BXD9	90	90	F	CD	Natural	401	04.04.2011	05.09.2012	02.13.2012
142	FAC080	BXD9	91	91	F	CD	Natural	570	04.04.2011	10.25.2012	02.13.2012
143	FAC081	BXD9	92	92	F	CD	Natural	452	06.15.2011	09.09.2012	02.13.2012
144	FAC082	BXD11	93	93	F	CD	Natural	762	04.11.2011	05.12.2013	02.13.2012
145	FAC083	BXD11	94	94	F	CD	Natural	426	04.11.2011	06.10.2012	02.13.2012
146	FAC086	BXD12	97	97	F	CD	Natural	1197	08.12.2010	11.21.2013	02.13.2012
147	FAC087	BXD12	98	98	F	CD	Natural	631	08.12.2010	05.04.2012	02.13.2012
148	FAC090	BXD13	101	101	F	CD	Natural	728	05.16.2010	05.13.2012	02.13.2012
149	FAC091	BXD13	102	102	F	CD	Natural	548	11.12.2010	05.13.2012	02.13.2012
150	FAC092	BXD24	103	103	F	CD	Natural	774	12.06.2010	01.18.2013	02.13.2012
151	FAC093	BXD24	104	104	F	CD	Natural	829	12.06.2010	03.14.2013	02.13.2012
152	FAC094	BXD56	105	105	F	CD	Natural	757	12.16.2010	01.11.2013	02.13.2012
153	FAC095	BXD56	106	106	F	CD	Natural	630	12.16.2010	09.06.2012	02.13.2012
154	FAC096	BXD56	107	107	F	CD	Natural	757	12.16.2010	01.11.2013	02.13.2012
155	FAC098	BXD63	109	109	F	CD	Natural	257	03.06.2011	11.18.2011	10.31.2011
156	FAC103	BXD65	114	114	F	CD	Natural	938	07.27.2011	02.19.2014	02.13.2012
157	FAC104	BXD65	115	115	F	CD	Natural	896	07.27.2011	01.08.2014	02.13.2012
158	FAC105	BXD65	116	116	F	CD	Natural	928	07.27.2011	02.09.2014	02.13.2012
159	FAC106	BXD65	117	117	F	CD	Natural	821	07.27.2011	10.25.2013	02.13.2012
160	FAC107	BXD85	120	120	F	CD	Natural	480	02.16.2011	06.10.2012	02.13.2012
161	FAC108	BXD85	121	121	F	CD	Natural	480	02.16.2011	06.10.2012	02.13.2012
162	FAC110	BXD90	123	123	F	CD	Natural	702	10.26.2010	09.27.2012	02.13.2012
163	FAC111	BXD90	124	124	F	CD	Natural	912	10.26.2010	04.25.2013	02.13.2012
164	FAC112	BXD65b	125	125	F	CD	Natural	680	11.02.2010	09.12.2012	02.13.2012
165	FAC113	BXD65b	126	126	F	CD	Natural	759	11.02.2010	11.30.2012	02.13.2012
166	FAC114	BXD65b	127	127	F	CD	Natural	760	02.13.2011	03.14.2013	02.13.2012
167	FAC115	BXD65b	128	128	F	CD	Natural	732	02.13.2011	02.14.2013	02.13.2012
168	FAC119	BXD48	134	134	F	CD	Natural	738	09.09.2011	09.16.2013	02.13.2012
169	FAC123	BXD48	138	138	F	CD	Natural	948	08.26.2011	03.31.2014	02.13.2012
170	FAC127	BXD70	142	142	F	CD	Natural	785	09.28.2011	11.21.2013	02.13.2012
171	FAC135	BXD102	150	150	F	CD	Natural	756	07.19.2011	08.13.2013	02.10.2012
172	FAC136	BXD102	151	151	F	CD	Natural	1039	07.19.2011	05.23.2014	02.10.2012
173	FAC140	BXD102	155	155	F	CD	Natural	546	09.12.2011	03.11.2013	02.10.2012
174	FAC142	BXD102	1745	157	F	CD	Natural	1100	09.12.2011	09.16.2014	02.10.2012
175	FAC144	BXD70	159	159	F	CD	Natural	449	10.20.2011	01.11.2013	02.13.2012
176	FAC146	BXD70	161	161	F	CD	Natural	713	10.20.2011	10.02.2013	02.13.2012
177	FAC148	BXD60	163	163	F	CD	Natural	441	10.16.2011	12.30.2012	02.13.2012
178	FAC150	BXD60	165	165	F	CD	Natural	583	10.11.2011	05.16.2013	02.13.2012
179	FAC152	BXD60	167	167	F	CD	Natural	474	10.02.2011	01.18.2013	02.13.2012
180	FAC158	BXD32	173	173	F	CD	Natural	821	10.16.2011	01.14.2014	02.13.2012
181	FAC160	BXD32	175	175	F	CD	Natural	886	09.07.2011	02.09.2014	02.13.2012
182	FAC176	BXD24	194	194	F	CD	Natural	390	09.03.2011	09.27.2012	02.13.2012
183	FAC177	BXD9	195	195	F	CD	Natural	393	10.03.2011	10.30.2012	02.13.2012
184	FAC179	BXD9	197	197	F	CD	Natural	462	10.03.2011	01.07.2013	02.13.2012
185	FAC181	BXD9	199	199	F	CD	Natural	466	10.03.2011	01.11.2013	02.13.2012
186	FAC183	BXD9	201	201	F	CD	Natural	680	10.08.2011	08.18.2013	02.13.2012
187	FAC188	BXD12	206	206	F	CD	Natural	717	10.02.2011	09.18.2013	02.13.2012
188	FAC197	BXD48a	215	215	F	CD	Natural	685	09.21.2011	08.06.2013	02.13.2012
189	FAC199	BXD48a	217	217	F	CD	Natural	806	09.21.2011	12.05.2013	02.13.2012
190	FAC202	BXD61	220	220	F	CD	Natural	956	09.19.2011	05.02.2014	02.13.2012
191	FAC207	BXD100	225	225	F	CD	Natural	552	10.01.2011	04.05.2013	02.10.2012
192	FAC209	BXD102	227	227	F	CD	Natural	1131	09.10.2011	10.15.2014	02.10.2012
193	FAC215	BXD102	233	233	F	CD	Natural	723	09.18.2011	09.10.2013	02.10.2012
194	FAC224	BXD87	242	242	F	CD	Natural	779	09.12.2011	10.30.2013	02.13.2012
195	FAC227	BXD43	245	245	F	CD	Natural	922	09.16.2011	03.26.2014	02.13.2012
196	FAC231	BXD100	249	249	F	CD	Natural	1072	10.01.2011	09.07.2014	02.10.2012
197	FAC232	BXD100	250	250	F	CD	Natural	689	10.01.2011	08.20.2013	02.10.2012
198	FAC242	BXD100	930	261	F	CD	Natural	848	10.05.2011	01.30.2014	02.10.2012
199	FAC244	BXD100	931	263	F	CD	Natural	848	10.05.2011	01.30.2014	02.10.2012
200	FAC250	BXD27	269	269	F	CD	Natural	552	08.09.2011	02.11.2013	02.13.2012
201	FAC252	BXD27	271	271	F	CD	Natural	849	08.09.2011	12.05.2013	02.13.2012
202	FAC261	BXD56	280	280	F	CD	Natural	257	10.02.2011	06.15.2012	02.13.2012
203	FAC263	BXD56	282	282	F	CD	Natural	486	10.02.2011	01.30.2013	02.13.2012
204	FAC265	BXD56	284	284	F	CD	Natural	578	10.02.2011	05.02.2013	02.13.2012
205	FAC271	BXD39	293	293	F	CD	Natural	489	09.10.2011	01.11.2013	02.13.2012
206	FAC273	BXD29	295	295	F	CD	Natural	743	10.04.2011	10.16.2013	02.13.2012
207	FAC278	BXD83	300	300	F	CD	Natural	450	03.02.2011	05.25.2012	02.13.2012
208	FAC280	BXD83	302	302	F	CD	Natural	603	03.02.2011	10.25.2012	02.13.2012
209	FAC281	BXD83	303	303	F	CD	Natural	639	03.02.2011	11.30.2012	02.13.2012
210	FAC283	BXD48a	305	305	F	CD	Natural	689	11.13.2011	10.02.2013	02.13.2012
211	FAC288	BXD55	310	310	F	CD	Natural	320	10.20.2011	09.04.2012	02.13.2012
212	FAC290	BXD55	312	312	F	CD	Natural	750	10.20.2011	11.08.2013	02.13.2012
213	FAC292	BXD60	314	314	F	CD	Natural	251	11.18.2011	07.26.2012	02.13.2012
214	FAC294	BXD60	316	316	F	CD	Natural	705	11.18.2011	10.23.2013	02.13.2012
215	FAC296	BXD60	318	318	F	CD	Natural	688	10.10.2011	08.28.2013	02.13.2012
216	FAC298	BXD60	320	320	F	CD	Natural	406	10.10.2011	11.19.2012	02.13.2012
217	FAC300	BXD100	933	322	F	CD	Natural	822	10.31.2011	01.30.2014	02.10.2012
218	FAC302	BXD100	932	324	F	CD	Natural	678	10.31.2011	09.08.2013	02.10.2012
219	FAC304	BXD100	326	326	F	CD	Natural	822	10.31.2011	01.30.2014	02.10.2012
220	FAC307	BXD77	329	329	F	CD	Natural	807	10.24.2011	01.08.2014	02.13.2012
221	FAC309	BXD77	331	331	F	CD	Natural	624	10.24.2011	07.09.2013	02.13.2012
222	FAC311	BXD77	333	333	F	CD	Natural	634	10.24.2011	07.19.2013	02.13.2012
223	FAC314	BXD100	934	336	F	CD	Natural	802	11.13.2011	01.23.2014	02.10.2012
224	FAC316	BXD100	935	338	F	CD	Natural	544	11.13.2011	05.10.2013	02.10.2012
225	FAC318	BXD100	936	340	F	CD	Natural	829	10.24.2011	01.30.2014	02.10.2012
226	FAC322	BXD100	344	344	F	CD	Natural	470	11.03.2011	02.15.2013	02.10.2012
227	FAC326	BXD100	348	348	F	CD	Natural	819	11.03.2011	01.30.2014	02.10.2012
228	FAC327	BXD98	349	349	F	CD	Natural	759	10.24.2011	11.21.2013	02.13.2012
229	FAC328	BXD98	350	350	F	CD	Natural	490	10.24.2011	02.25.2013	02.13.2012
230	FAC329	BXD48a	351	351	F	CD	Natural	434	07.30.2011	10.06.2012	02.13.2012
231	FAC331	BXD48a	353	353	F	CD	Natural	745	07.30.2011	08.13.2013	02.13.2012
232	FAC332	BXD43	354	354	F	CD	Natural	660	08.09.2011	05.30.2013	02.13.2012
233	FAC335	BXD13	357	357	F	CD	Natural	174	08.25.2011	02.15.2012	02.13.2012
234	FAC336	BXD13	358	358	F	CD	Natural	153	08.25.2011	01.25.2012	12.13.2011
235	FAC337	BXD13	359	359	F	CD	Natural	195	08.25.2011	03.07.2012	02.13.2012
236	FAC339	BXD12	362	362	F	CD	Natural	773	07.06.2011	08.17.2013	02.13.2012
237	FAC340	BXD86	363	363	F	CD	Natural	1010	05.01.2011	02.04.2014	02.13.2012
238	FAC341	BXD86	364	364	F	CD	Natural	361	05.01.2011	04.26.2012	02.13.2012
239	FAC346	BXD9	369	369	F	CD	Natural	435	09.22.2011	11.30.2012	02.13.2012
240	FAC356	BXD24	379	379	F	CD	Natural	697	10.15.2011	09.11.2013	02.13.2012
241	FAC358	BXD48a	381	381	F	CD	Natural	670	07.30.2011	05.30.2013	02.13.2012
242	FAC360	BXD32	383	383	F	CD	Natural	690	09.19.2011	08.09.2013	02.13.2012
243	FAC362	BXD32	389	389	F	CD	Natural	839	11.01.2011	02.17.2014	02.13.2012
244	FAC364	BXD32	391	391	F	CD	Natural	665	11.01.2011	08.27.2013	02.13.2012
245	FAC373	BXD69	401	401	F	CD	Natural	699	10.18.2011	09.16.2013	02.13.2012
246	FAC376	BXD87	404	404	F	CD	Natural	790	10.07.2011	12.05.2013	02.13.2012
247	FAC378	BXD69	406	406	F	CD	Natural	875	10.18.2011	03.11.2014	02.13.2012
248	FAC383	BXD61	414	414	F	CD	Natural	649	10.28.2011	08.07.2013	07.20.2012
249	FAC389	BXD73b	420	420	F	CD	Natural	909	10.05.2011	04.01.2014	02.13.2012
250	FAC392	BXD66	426	426	F	CD	Natural	687	11.07.2011	09.24.2013	02.13.2012
251	FAC394	BXD66	428	428	F	CD	Natural	687	11.07.2011	09.24.2013	02.13.2012
252	FAC398	BXD89	432	432	F	CD	Natural	747	11.05.2011	11.21.2013	02.13.2012
253	FAC401	BXD29	435	435	F	CD	Natural	796	11.12.2011	01.16.2014	02.13.2012
254	FAC403	BXD29	437	437	F	CD	Natural	761	11.12.2011	12.12.2013	02.13.2012
255	FAC408	BXD60	442	442	F	CD	Natural	861	11.08.2011	03.18.2014	02.13.2012
256	FAC410	BXD60	444	444	F	CD	Natural	880	11.08.2011	04.06.2014	02.13.2012
257	FAC418	BXD70	452	452	F	CD	Natural	939	11.06.2011	06.02.2014	02.13.2012
258	FAC420	BXD70	454	454	F	CD	Natural	814	11.06.2011	01.28.2014	02.13.2012
259	FAC481	C57BL/6J	525	525	F	CD	Natural	397	02.27.2012	03.30.2013	07.20.2012
260	FAC484	C57BL/6J	528	528	F	CD	Natural	606	02.04.2012	10.02.2013	07.20.2012
261	FAC494	DBA/2J	538	538	F	CD	Natural	711	09.13.2011	08.24.2013	07.20.2012
262	FAC495	DBA/2J	545	545	F	CD	Natural	847	03.13.2012	07.08.2014	07.20.2012
263	FAC496	DBA/2J	546	546	F	CD	Natural	908	03.13.2012	09.07.2014	07.20.2012
264	FAC517	BXD69	567	567	F	CD	Natural	562	01.04.2012	07.19.2013	07.20.2012
265	FAC519	BXD69	569	569	F	CD	Natural	621	01.04.2012	09.16.2013	07.20.2012
266	FAC527	BXD69	577	577	F	CD	Natural	893	03.02.2012	08.12.2014	07.20.2012
267	FAC528	BXD69	578	578	F	CD	Natural	652	03.18.2012	12.30.2013	07.20.2012
268	FAC529	BXD69	579	579	F	CD	Natural	780	03.18.2012	05.07.2014	07.20.2012
269	FAC531	BXD69	581	581	F	CD	Natural	222	12.23.2011	08.01.2012	07.20.2012
270	FAC559	BXD84	609	609	F	CD	Natural	691	01.02.2012	11.23.2013	07.20.2012
271	FAC560	BXD84	610	610	F	CD	Natural	867	03.14.2012	07.29.2014	07.20.2012
272	FAC561	BXD84	611	611	F	CD	Natural	916	03.14.2012	09.16.2014	07.20.2012
273	FAC562	BXD84	612	612	F	CD	Natural	875	03.14.2012	08.06.2014	07.20.2012
274	FAC570	BXD79	620	620	F	CD	Natural	703	11.20.2011	10.23.2013	07.20.2012
275	FAC576	BXD74	626	626	F	CD	Natural	831	02.22.2012	06.02.2014	07.20.2012
276	FAC577	BXD74	627	627	F	CD	Natural	588	02.22.2012	10.02.2013	07.20.2012
277	FAC585	BXD98	635	635	F	CD	Natural	806	01.02.2012	03.18.2014	07.20.2012
278	FAC586	BXD84	636	636	F	CD	Natural	917	01.24.2012	07.29.2014	07.20.2012
279	FAC597	D2B6F1	647	647	F	CD	Natural	996	12.23.2011	09.14.2014	07.20.2012
280	FAC598	D2B6F1	648	648	F	CD	Natural	816	02.23.2012	05.19.2014	07.20.2012
281	FAC599	D2B6F1	649	649	F	CD	Natural	879	02.23.2012	07.21.2014	07.20.2012
