EarTagNumberOriginal,EarTagNumberCurrent,IDCase,StrainNameCurrent,DietCode,Sex,DateOfBirth,DateOfDeath,CauseOfDeath,AgeAtDeath,WeightBody,WeightSubcutaneousWat,WeightPerirenalWat,WeightPerigonadalWat,Subq Adiposity,Visceral Fat Mass,Visceral Adiposity,Total Fat Mass,Total Adiposity
1425,1425,111414.20,BXD101,CD,F,11/30/2013,11/14/2014,Harvest,349,37.09,1.0709,0.8136,2.1739,2.887,2.9875,8.055,4.058,10.942
1898,1898,042415.16,BXD68,CD,F,05/10/2014,04/24/2015,Harvest,349,19.09,0.1164,0.0933,0.289,0.610,0.3823,2.003,0.499,2.612
1899,1899,042415.17,BXD34,CD,F,05/10/2014,04/24/2015,Harvest,349,22.54,0.1201,0.1056,0.291,0.533,0.3966,1.760,0.517,2.292
365,365,090412.11,BXD9,CD,F,09/22/2011,09/04/2012,Harvest,348,49.3,2.052,,,4.162,0,0.000,2.052,4.162
367,367,090412.12,BXD9,CD,F,09/22/2011,09/04/2012,Harvest,348,46.2,2.088,,,4.519,0,0.000,2.088,4.519
703,703,021113.09,BXD51,CD,F,02/29/2012,02/11/2013,Harvest,348,29.03,0.3443,0.5702,1.112,1.186,1.6822,5.795,2.027,6.981
704,704,021113.10,BXD51,CD,F,02/29/2012,02/11/2013,Harvest,348,28.57,0.1714,0.5574,0.7394,0.600,1.2968,4.539,1.468,5.139
2145,2145,121615.03,BXD61,CD,F,01/05/2015,12/16/2015,Harvest,345,30.37,0.4,0.33,1.743,1.317,2.073,6.826,2.473,8.143
2146,2146,121615.04,BXD61,CD,F,01/05/2015,12/16/2015,Harvest,345,28.19,0.291,0.322,1.293,1.032,1.615,5.729,1.906,6.761
1414,1414,121214.24,BXD63,CD,F,01/05/2014,12/15/2014,Harvest,344,38.15,0.9199,1.3678,2.4317,2.411,3.7995,9.959,4.719,12.371
1417,1741,121214.25,BXD63,CD,F,01/05/2014,12/15/2014,Harvest,344,29.24,0.2564,0.3947,1.0362,0.877,1.4309,4.894,1.687,5.771
1885,1885,042415.20,DBA/2J,CD,F,05/15/2014,04/24/2015,Harvest,344,26.02,0.1248,0.1082,0.613,0.480,0.7212,2.772,0.846,3.251
1886,1886,042415.21,DBA/2J,CD,F,05/15/2014,04/24/2015,Harvest,344,26.01,0.1319,0.0648,0.6116,0.507,0.6764,2.601,0.808,3.108
1410,1410,111314.06,BXD65b,CD,F,01/15/2014,11/13/2014,Harvest,302,24.01,0.0744,0.05,0.3042,0.310,0.3542,1.475,0.429,1.785
1483,1483,111314.03,BXD40,CD,F,02/02/2014,11/13/2014,Harvest,284,21.12,0.0827,0.0501,0.1279,0.392,0.178,0.843,0.261,1.234
1855,1855,050115.06,BXD70,CD,F,08/13/2014,05/01/2015,Harvest,261,25.97,0.323,0.4343,0.8516,1.244,1.2859,4.951,1.609,6.195
1856,1936,050115.07,BXD70,CD,F,08/13/2014,05/01/2015,Harvest,261,24.67,0.3892,0.0715,0.8575,1.578,0.929,3.766,1.318,5.343
1859,1859,042015.03,BXD73,CD,F,08/04/2014,04/20/2015,Harvest,259,21.9,0.174,0.042,0.277,0.795,0.319,1.457,0.493,2.251
1847,1847,042015.05,BXD62,CD,F,08/10/2014,04/20/2015,Harvest,253,25,0.093,0.07,0.695,0.372,0.765,3.060,0.858,3.432
1848,1848,042015.06,BXD62,CD,F,08/10/2014,04/20/2015,Harvest,253,24.3,0.121,0.115,0.51,0.498,0.625,2.572,0.746,3.070
2577,2577,102616.12,BXD9,CD,F,02/24/2016,10/26/2016,Harvest,245,33.54,1.9713,0.3497,1.3355,5.877,1.6852,5.024,3.657,10.902
2578,2578,102616.13,BXD9,CD,F,02/24/2016,10/26/2016,Harvest,245,37.01,2.4739,0.4963,2.303,6.684,2.7993,7.564,5.273,14.248
222,222,051012.03,BXD66,CD,F,09/12/2011,05/10/2012,Harvest,241,23.98,0.201,0.168,0.379,0.838,0.547,2.281,0.748,3.119
224,224,051012.04,BXD66,CD,F,09/12/2011,05/10/2012,Harvest,241,19.25,0.08,0.059,0.136,0.416,0.195,1.013,0.275,1.429
1822,1822,042015.07,BXD44,CD,F,08/23/2014,04/20/2015,Harvest,240,20.6,0.286,0.032,0.427,1.388,0.459,2.228,0.745,3.617
1823,1823,042015.08,BXD44,CD,F,08/23/2014,04/20/2015,Harvest,240,21,0.168,0.033,0.433,0.800,0.466,2.219,0.634,3.019
187,187,051012.05,BXD70,CD,F,09/14/2011,05/10/2012,Harvest,239,25.03,0.257,0.274,0.412,1.027,0.686,2.741,0.943,3.767
189,189,051012.06,BXD70,CD,F,09/14/2011,05/10/2012,Harvest,239,26.67,0.359,0.137,0.727,1.346,0.864,3.240,1.223,4.586
238,238,051012.09,BXD81,CD,F,09/16/2011,05/10/2012,Harvest,237,17.26,0.079,0.048,0.075,0.458,0.123,0.713,0.202,1.170
240,240,051012.10,BXD81,CD,F,09/16/2011,05/10/2012,Harvest,237,15.71,,0.032,0.025,0.000,0.057,0.363,0.057,0.363
182,182,051112.11,BXD73b,CD,F,09/17/2011,05/11/2012,Harvest,237,22.71,0.138,0.172,0.238,0.608,0.41,1.805,0.548,2.413
184,184,051112.12,BXD73b,CD,F,09/17/2011,05/11/2012,Harvest,237,25.75,0.3018,0.2828,0.6511,1.172,0.9339,3.627,1.236,4.799
234,234,050912.07,BXD60,CD,F,09/17/2011,05/09/2012,Harvest,235,22.88,0.198,0.34,0.529,0.865,0.869,3.798,1.067,4.663
235,235,050912.08,BXD60,CD,F,09/17/2011,05/09/2012,Harvest,235,32.85,1.726,0.256,1.9,5.254,2.156,6.563,3.882,11.817
209,209,051112.05,BXD48a,CD,F,09/21/2011,05/11/2012,Harvest,233,31.65,0.226,0.153,0.225,0.714,0.378,1.194,0.604,1.908
211,211,051112.06,BXD48a,CD,F,09/21/2011,05/11/2012,Harvest,233,27.08,0.195,0.084,0.203,0.720,0.287,1.060,0.482,1.780
777,777,090412.01,BXD27,CD,F,01/22/2012,09/04/2012,Harvest,226,24.92,0.245,,,0.983,0,0.000,0.245,0.983
778,778,090412.02,BXD27,CD,F,01/22/2012,09/04/2012,Harvest,226,23.9,0.188,,,0.787,0,0.000,0.188,0.787
770,770,090412.03,BXD29,CD,F,01/23/2012,09/04/2012,Harvest,225,23.7,0.112,,,0.473,0,0.000,0.112,0.473
771,771,090412.04,BXD29,CD,F,01/23/2012,09/04/2012,Harvest,225,24.7,0.155,,,0.628,0,0.000,0.155,0.628
247,247,051112.07,BXD100,CD,F,10/01/2011,05/11/2012,Harvest,223,33.3,0.551,0.25,0.704,1.655,0.954,2.865,1.505,4.520
248,248,051112.08,BXD100,CD,F,10/01/2011,05/11/2012,Harvest,223,25.98,0.263,0.13,0.256,1.012,0.386,1.486,0.649,2.498
468,468,051112.09,BXD101,CD,F,10/01/2011,05/11/2012,Harvest,223,26.79,0.179,0.076,0.391,0.668,0.467,1.743,0.646,2.411
469,469,051112.10,BXD101,CD,F,10/01/2011,05/11/2012,Harvest,223,26.54,0.233,0.077,0.294,0.878,0.371,1.398,0.604,2.276
2098,2098,042015.13,BXD65,CD,F,09/10/2014,04/20/2015,Harvest,222,23.8,0.063,0.0435,0.276,0.265,0.3195,1.342,0.383,1.607
2575,2575,092216.08,BXD84,CD,F,02/15/2016,09/22/2016,Harvest,220,18.76,0.1017,0.0448,0.0393,0.542,0.0841,0.448,0.186,0.990
762,762,090412.05,BXD56,CD,F,01/30/2012,09/04/2012,Harvest,218,26.3,0.126,,,0.479,0,0.000,0.126,0.479
763,763,090412.06,BXD56,CD,F,01/30/2012,09/04/2012,Harvest,218,25.2,0.127,,,0.504,0,0.000,0.127,0.504
819,819,090412.07,BXD63,CD,F,01/30/2012,09/04/2012,Harvest,218,28.1,0.67,,,2.384,0,0.000,0.670,2.384
818,818,090412.08,BXD63,CD,F,01/30/2012,09/04/2012,Harvest,218,28.3,0.747,,,2.640,0,0.000,0.747,2.640
823,823,090412.09,BXD79,CD,F,01/31/2012,09/04/2012,Harvest,217,25.8,0.267,,,1.035,0,0.000,0.267,1.035
825,825,090412.10,BXD79,CD,F,01/31/2012,09/04/2012,Harvest,217,25.5,0.115,,,0.451,0,0.000,0.115,0.451
1223,1223,101713.13,B6D2F1,CD,F,03/15/2013,10/17/2013,Harvest,216,31.39,0.557,0.35,1.263,1.774,1.613,5.139,2.170,6.913
1224,1224,101713.14,B6D2F1,CD,F,03/15/2013,10/17/2013,Harvest,216,32.5,0.552,0.504,1.75,1.698,2.254,6.935,2.806,8.634
526,526,090612.15,C57BL/6J,CD,F,02/04/2012,09/06/2012,Harvest,215,22.8,0.223,0.4105,0.1453,0.978,0.5558,2.438,0.779,3.416
527,527,090612.16,C57BL/6J,CD,F,02/04/2012,09/06/2012,Harvest,215,25.7,0.305,0.317,0.706,1.187,1.023,3.981,1.328,5.167
1146,1146,101713.09,DBA/2J,CD,F,03/19/2013,10/17/2013,Harvest,212,30.31,0.54,0.382,1.388,1.782,1.77,5.840,2.310,7.621
1147,1147,101713.10,DBA/2J,CD,F,03/19/2013,10/17/2013,Harvest,212,29.18,0.444,0.289,1.344,1.522,1.633,5.596,2.077,7.118
1153,1153,101713.17,D2B6F1,CD,F,03/21/2013,10/17/2013,Harvest,210,37.96,0.882,0.88,2.3,2.323,3.18,8.377,4.062,10.701
1154,1154,101713.18,D2B6F1,CD,F,03/21/2013,10/17/2013,Harvest,210,41.77,1.294,1.069,3.07,3.098,4.139,9.909,5.433,13.007
1048,1048,101513.01,BXD34,CD,F,03/20/2013,10/15/2013,Harvest,209,35.79,0.772,0.456,2.056,2.157,2.512,7.019,3.284,9.176
1203,1203,101513.15,BXD64,CD,F,03/20/2013,10/15/2013,Harvest,209,23.1,0.198,0.115,0.572,0.857,0.687,2.974,0.885,3.831
1204,1204,101513.16,BXD64,CD,F,03/20/2013,10/15/2013,Harvest,209,21.69,0.09,0.249,0.161,0.415,0.41,1.890,0.500,2.305
2072,2072,042015.19,BXD73,CD,F,09/26/2014,04/20/2015,Harvest,206,19.9,0.091,0.0439,0.2805,0.457,0.3244,1.630,0.415,2.087
1791,1791,012615.18,BXD24,CD,F,07/09/2014,01/30/2015,Harvest,205,22.68,0.306,0.162,0.757,1.349,0.919,4.052,1.225,5.401
1792,1792,012615.19,BXD24,CD,F,07/09/2014,01/30/2015,Harvest,205,21.53,0.18,0.068,0.257,0.836,0.325,1.510,0.505,2.346
1054,1054,101513.02,BXD34,CD,F,03/28/2013,10/15/2013,Harvest,201,33.54,0.656,0.737,1.467,1.956,2.204,6.571,2.860,8.527
1068,1068,101613.05,BXD34,CD,F,03/29/2013,10/16/2013,Harvest,201,24.49,0.204,0.134,0.402,0.833,0.536,2.189,0.740,3.022
1069,1069,101613.06,BXD68,CD,F,03/29/2013,10/16/2013,Harvest,201,28.58,0.5,0.306,0.828,1.749,1.134,3.968,1.634,5.717
549,549,090612.09,BXD87,CD,F,02/19/2012,09/06/2012,Harvest,200,21.8,0.2131,0.0456,0.1551,0.978,0.2007,0.921,0.414,1.898
550,550,090612.10,BXD87,CD,F,02/19/2012,09/06/2012,Harvest,200,20.6,0.1701,0.0436,0.2297,0.826,0.2733,1.327,0.443,2.152
2034,2034,042015.22,BXD32,CD,F,10/02/2014,04/20/2015,Harvest,200,25.5,0.1604,0.0423,0.4958,0.629,0.5381,2.110,0.699,2.739
2035,2035,042015.23,BXD32,CD,F,10/02/2014,04/20/2015,Harvest,200,21.1,0.1048,0.044,0.2206,0.497,0.2646,1.254,0.369,1.751
554,554,090612.13,BXD89,CD,F,02/26/2012,09/06/2012,Harvest,193,22.7,0.157,0.0807,0.535,0.692,0.6157,2.712,0.773,3.404
555,555,090612.14,BXD89,CD,F,02/26/2012,09/06/2012,Harvest,193,25.6,0.133,0.032,0.171,0.520,0.203,0.793,0.336,1.313
2058,2058,042415.03,BXD49,CD,F,10/16/2014,04/24/2015,Harvest,190,26.15,0.0992,0.0904,0.241,0.379,0.3314,1.267,0.431,1.647
1702,1702,102414.03,BXD90,CD,F,04/19/2014,10/24/2014,Harvest,188,20.09,0.093,0.053,0.107,0.463,0.16,0.796,0.253,1.259
1724,1724,111414.01,BXD61,CD,F,05/10/2014,11/14/2014,Harvest,188,28.51,0.331,0.0937,0.7858,1.161,0.8795,3.085,1.211,4.246
1725,1770,111414.02,BXD61,CD,F,05/10/2014,11/14/2014,Harvest,188,29.63,0.3522,0.2047,1.0556,1.189,1.2603,4.253,1.613,5.442
2054,2054,042015.27,BXD48,CD,F,10/14/2014,04/20/2015,Harvest,188,25.9,0.0565,0.0522,0.1167,0.218,0.1689,0.652,0.225,0.870
1709,1766,111414.05,BXD65,CD,F,05/11/2014,11/14/2014,Harvest,187,26.09,0.0942,0.1133,0.579,0.361,0.6923,2.654,0.787,3.015
1710,1710,111414.06,BXD65,CD,F,05/11/2014,11/14/2014,Harvest,187,41.28,0.0927,0.059,0.3131,0.225,0.3721,0.901,0.465,1.126
2097,2097,042415.04,BXD65,CD,F,10/20/2014,04/24/2015,Harvest,186,26.51,0.143,0.1221,0.7624,0.539,0.8845,3.336,1.028,3.876
2127,2127,042415.07,BXD66,CD,F,10/22/2014,04/24/2015,Harvest,184,27.36,0.4273,0.151,0.9293,1.562,1.0803,3.948,1.508,5.510
2128,2128,042415.08,BXD66,CD,F,10/22/2014,04/24/2015,Harvest,184,29.16,0.5744,0.2068,1.1341,1.970,1.3409,4.598,1.915,6.568
1363,1363,052814.01,BXD102,CD,F,11/28/2013,05/30/2014,Harvest,183,20.23,0.1256,0.0728,0.2122,0.621,0.285,1.409,0.411,2.030
1364,1364,052814.02,BXD102,CD,F,11/28/2013,05/30/2014,Harvest,183,20.34,0.095,0.0767,0.2193,0.467,0.296,1.455,0.391,1.922
1680,1680,102414.05,C57BL/6J,CD,F,04/25/2014,10/24/2014,Harvest,182,19.72,0.104,0.056,0.101,0.527,0.157,0.796,0.261,1.324
1720,1720,111414.11,BXD65,CD,F,05/17/2014,11/14/2014,Harvest,181,24.56,0.1145,0.2813,0.5736,0.466,0.8549,3.481,0.969,3.947
1691,1691,102414.08,BXD40,CD,F,04/27/2014,10/24/2014,Harvest,180,22.54,0.232,0.245,0.505,1.029,0.75,3.327,0.982,4.357
2086,2086,042415.13,BXD100,CD,F,10/30/2014,04/24/2015,Harvest,176,22.81,0.101,0.1045,0.2031,0.443,0.3076,1.349,0.409,1.791
1714,1714,102414.16,BXD65b,CD,F,05/03/2014,10/24/2014,Harvest,174,24.14,0.1493,0.3741,0.5945,0.618,0.9686,4.012,1.118,4.631
2142,2142,042415.23,BXD69,CD,F,11/18/2014,04/24/2015,Harvest,157,23.92,0.1366,0.2283,0.7775,0.571,1.0058,4.205,1.142,4.776
1163,1163,042715.11,D2B6F1,HF,F,04/08/2012,04/27/2015,Harvest,1114,85.32,1.8114,2.5698,11.0057,2.123,13.5755,15.911,15.387,18.034
2501,2501,020518.04,DBA/2J,HF,F,08/13/2015,02/05/2018,Harvest,907,29.8,0.1758,0.0653,0.304,0.590,0.3693,1.239,0.545,1.829
2556,2556,020518.10,BXD28,HF,F,12/24/2015,02/05/2018,Harvest,774,25.1,0.354,0.098,0.2976,1.410,0.3956,1.576,0.750,2.986
2076,2076,102616.19,BXD89,HF,F,09/28/2014,10/26/2016,Harvest,759,28.59,0.9398,0.3473,0.2799,3.287,0.6272,2.194,1.567,5.481
2063,2063,102616.15,BXD61,HF,F,10/03/2014,10/26/2016,Harvest,754,60.13,14.9244,0.5451,5.1399,24.820,5.685,9.455,20.609,34.275
2090,2090,102616.16,BXD63,HF,F,10/05/2014,10/26/2016,Harvest,752,58.93,7.5836,1.2291,2.8839,12.869,4.113,6.979,11.697,19.848
2091,2091,102616.17,BXD63,HF,F,10/05/2014,10/26/2016,Harvest,752,50.21,6.5709,0.7034,1.5805,13.087,2.2839,4.549,8.855,17.636
732,732,010614.03,BXD29,HF,F,01/01/2012,01/06/2014,Harvest,736,47.41,1.0117,1.6883,5.5051,2.134,7.1934,15.173,8.205,17.307
734,734,010614.04,BXD29,HF,F,01/01/2012,01/06/2014,Harvest,736,43.7,1.1584,1.5312,5.4686,2.651,6.9998,16.018,8.158,18.669
2012,2012,092216.11,C57BL/6J,HF,F,09/19/2014,09/22/2016,Harvest,734,39.05,1.6166,0.3696,1.6054,4.140,1.975,5.058,3.592,9.197
568,568,010614.15,BXD69,HF,F,01/04/2012,01/06/2014,Harvest,733,30.94,0.2552,3.0895,2.1812,0.825,5.2707,17.035,5.526,17.860
1179,1179,091914.01,BXD73b,HF,F,09/20/2012,09/19/2014,Harvest,729,31.45,0.252,0.0845,0.5702,0.801,0.6547,2.082,0.907,2.883
1180,1180,091914.02,BXD73b,HF,F,09/20/2012,09/19/2014,Harvest,729,37.79,0.7039,1.146,3.4745,1.863,4.6205,12.227,5.324,14.089
1230,1230,012615.01,B6D2F1,HF,F,02/03/2013,01/30/2015,Harvest,726,83.62,2.22,5.06,15.53,2.655,20.59,24.623,22.810,27.278
2018,2018,092216.07,C57BL/6J,HF,F,09/27/2014,09/22/2016,Harvest,726,44.14,4.3478,0.6826,1.4846,9.850,2.1672,4.910,6.515,14.760
328,328,101613.15,BXD77,HF,F,10/24/2011,10/16/2013,Harvest,723,63.35,2.326,0.513,10.67,3.672,11.183,17.653,13.509,21.324
330,330,101613.16,BXD77,HF,F,10/24/2011,10/16/2013,Harvest,723,45.46,1.354,2.294,5.1,2.978,7.394,16.265,8.748,19.243
1095,1095,121214.08,BXD90,HF,F,12/22/2012,12/15/2014,Harvest,723,38.9,0.1661,1.2201,0.2267,0.427,1.4468,3.719,1.613,4.146
2032,2032,092216.03,BXD32,HF,F,10/02/2014,09/22/2016,Harvest,721,31.41,1.7563,0.1618,0.6871,5.592,0.8489,2.703,2.605,8.294
2033,2033,092216.04,BXD32,HF,F,10/02/2014,09/22/2016,Harvest,721,47.76,4.9891,0.7981,2.8843,10.446,3.6824,7.710,8.672,18.156
2037,2037,092216.05,BXD40,HF,F,10/04/2014,09/22/2016,Harvest,719,32.95,1.2164,0.5007,0.6879,3.692,1.1886,3.607,2.405,7.299
393,393,101613.03,BXD67,HF,F,11/01/2011,10/16/2013,Harvest,715,46.66,0.824,1.123,6.248,1.766,7.371,15.797,8.195,17.563
394,394,101613.04,BXD67,HF,F,11/01/2011,10/16/2013,Harvest,715,52.97,0.994,1.272,21.4,1.877,22.672,42.802,23.666,44.678
1183,1300,102414.15,BXD100,HF,F,11/08/2012,10/24/2014,Harvest,715,38.86,1.564,1.8349,3.3911,4.025,5.226,13.448,6.790,17.473
833,833,010614.07,BXD53,HF,F,01/24/2012,01/06/2014,Harvest,713,58.49,1.7566,3.295,8.8068,3.003,12.1018,20.690,13.858,23.694
836,836,010614.08,BXD53,HF,F,01/24/2012,01/06/2014,Harvest,713,36.36,0.2318,1.0472,3.0661,0.638,4.1133,11.313,4.345,11.950
451,451,101613.11,BXD70,HF,F,11/06/2011,10/16/2013,Harvest,710,32.35,0.334,0.79,1.868,1.032,2.658,8.216,2.992,9.249
453,453,101613.12,BXD70,HF,F,11/06/2011,10/16/2013,Harvest,710,36.68,0.9,1.45,3.636,2.454,5.086,13.866,5.986,16.320
529,529,010614.23,DBA/2J,HF,F,01/28/2012,01/06/2014,Harvest,709,24.45,0.2209,0.8188,0.0992,0.903,0.918,3.755,1.139,4.658
530,530,010614.24,DBA/2J,HF,F,01/28/2012,01/06/2014,Harvest,709,26.88,0.1274,0.1023,1.0014,0.474,1.1037,4.106,1.231,4.580
1515,1515,121515.20,BXD51,HF,F,01/09/2014,12/15/2015,Harvest,705,31.39,0.655,0.358,1.818,2.087,2.176,6.932,2.831,9.019
1506,1506,121615.16,BXD73,HF,F,01/21/2014,12/16/2015,Harvest,694,25.44,0.047,0.124,0.668,0.185,0.792,3.113,0.839,3.298
2259,2259,083016.08,BXD24,HF,F,10/14/2014,09/01/2016,Harvest,688,63.19,1.4692,1.4093,2.2307,2.325,3.64,5.760,5.109,8.085
2574,2574,020518.06,BXD90,HF,F,03/30/2016,02/05/2018,Harvest,677,56.4,7.5506,2.4274,2.8886,13.388,5.316,9.426,12.867,22.813
1522,1522,110415.01,BXD98,HF,F,01/11/2014,11/04/2015,Harvest,662,27.194,,0.1076,0.5832,0.000,0.6908,2.540,0.691,2.540
1037,1037,111314.10,BXD29,HF,F,02/21/2013,11/13/2014,Harvest,630,46.02,1.2076,1.6086,4.1318,2.624,5.7404,12.474,6.948,15.098
1444,1444,042715.13,B6D2F1,HF,F,08/09/2013,04/27/2015,Harvest,626,63.23,1.1562,1.4914,11.6433,1.829,13.1347,20.773,14.291,22.601
1445,1445,042015.01,B6D2F1,HF,F,08/09/2013,04/20/2015,Harvest,619,73.7,1.554,0.407,7.477,2.109,7.884,10.697,9.438,12.806
1446,1446,042015.02,B6D2F1,HF,F,08/09/2013,04/20/2015,Harvest,619,42.7,0.395,0.101,1.348,0.925,1.449,3.393,1.844,4.319
1238,1772,111314.16,BXD48a,HF,F,03/26/2013,11/13/2014,Harvest,597,49.86,1.1954,1.4132,4.6318,2.398,6.045,12.124,7.240,14.521
1239,1239,111314.17,BXD48a,HF,F,03/26/2013,11/13/2014,Harvest,597,53.08,1.0451,1.6362,4.6762,1.969,6.3124,11.892,7.358,13.861
1341,1377,042915.13,BXD48,HF,F,09/11/2013,04/29/2015,Harvest,595,45.93,0.9729,0.5509,3.6854,2.118,4.2363,9.223,5.209,11.342
1342,1378,042915.14,BXD48,HF,F,09/11/2013,04/29/2015,Harvest,595,25.76,0.045,0.1278,0.2057,0.175,0.3335,1.295,0.379,1.469
1325,1325,042015.11,BXD43,HF,F,09/03/2013,04/20/2015,Harvest,594,56.1,1.251,0.496,5.435,2.230,5.931,10.572,7.182,12.802
1326,1326,042015.12,BXD43,HF,F,09/03/2013,04/20/2015,Harvest,594,40.8,1.126,0.36,4.613,2.760,4.973,12.189,6.099,14.949
1728,1728,121615.14,BXD70,HF,F,05/17/2014,12/16/2015,Harvest,578,71.41,5.197,2.784,10.02,7.278,12.804,17.930,18.001,25.208
668,668,061913.03,BXD29,HF,F,11/20/2011,06/19/2013,Harvest,577,38.3,0.8986,1.5507,3.1669,2.346,4.7176,12.317,5.616,14.664
669,669,061913.04,BXD29,HF,F,11/20/2011,06/19/2013,Harvest,577,49.83,1.6068,1.5321,5.5898,3.225,7.1219,14.292,8.729,17.517
556,556,061913.09,BXD55,HF,F,11/24/2011,06/19/2013,Harvest,573,24.19,0.0488,0.0231,0.0875,0.202,0.1106,0.457,0.159,0.659
557,557,061913.10,BXD55,HF,F,11/24/2011,06/19/2013,Harvest,573,24.98,0.0704,0.0114,0.084,0.282,0.0954,0.382,0.166,0.664
780,780,101613.13,BXD73b,HF,F,03/22/2012,10/16/2013,Harvest,573,31.64,1.053,0.614,2.097,3.328,2.711,8.568,3.764,11.896
782,782,101613.14,BXD73b,HF,F,03/22/2012,10/16/2013,Harvest,573,31,1.037,0.67,2.121,3.345,2.791,9.003,3.828,12.348
582,582,061913.17,BXD79,HF,F,11/26/2011,06/19/2013,Harvest,571,55.97,1.009,4.1626,9.4587,1.803,13.6213,24.337,14.630,26.140
